,id,contents,length,prompts,language
182,526721,"et zweijte, et eetßte Johdousend füür, unn_et eetßte, et zweijte, et drette Johdousend noh Krißtoß et … 10-te, 11-te, 12-te, 13-te, 14-te, 15-te, 16-te, 17-te, 18-te … krißßlijje Joohunndot de … 1410-er, 1420-er, 1430-er, 1440-er, 1450-er, 1460-er, 1470-er, 1480-er, 1490-er … Joohre de Joohre … 1447 | 1448 | 1449 | 1450 | 1451 | 1452 | 1453 | 1454 | 1455 | 1456 | 1457 | 1458 | 1459 … Dat Joohr 1453 hätt 366 Daare jehatt, et ess_e Schalldtjoohr jewääse.",456,"Translate the following German dialect text into standard German: 'et zweijte, et eetßte Johdousend füür, unn_et eetßte, et zweijte, et drette Johdousend noh Krißtoß et … 10-te, 11-te, 12-te, 13-te, 14-te, 15-te, 16-te, 17-te, 18-te … krißßlijje Joohunndot de … 1410-er, 1420-er, 1430-er, 1440-er, 1450-er, 1460-er, 1470-er, 1480-er, 1490-er … Joohre de Joohre … 1447 | 1448 | 1449 | 1450 | 1451 | 1452 | 1453 | 1454 | 1455 | 1456 | 1457 | 1458 | 1459 … Dat Joohr 1453 hätt 366 Daare jehatt, et ess_e Schalldtjoohr jewääse.'. Only answer with the standard German version:",ksh
183,525704,"Dä Lemma-Titel he es jeschrieve un bochstabeet en de Sproch vum Oot. Berchem es en Stadt em Rhing-Erf-Kreis un hätt 60 000 Einwohner. Lukas Podolski Dä Artikel iss noh koot. Äwwä eä könnt bald enz länger sinn, wenn do mithilfs. Jlich aanpakke? Dann loß jonn! Städt un Jemeinde em Rhein-Erft-Kreis Bebber · Berchem · Brühl · Elsdorf · Erftstadt · Frechem · Hürth · Kerpen · Pullem · Wesseling",391,"Translate the following German dialect text into standard German: 'Dä Lemma-Titel he es jeschrieve un bochstabeet en de Sproch vum Oot. Berchem es en Stadt em Rhing-Erf-Kreis un hätt 60 000 Einwohner. Lukas Podolski Dä Artikel iss noh koot. Äwwä eä könnt bald enz länger sinn, wenn do mithilfs. Jlich aanpakke? Dann loß jonn! Städt un Jemeinde em Rhein-Erft-Kreis Bebber · Berchem · Brühl · Elsdorf · Erftstadt · Frechem · Hürth · Kerpen · Pullem · Wesseling'. Only answer with the standard German version:",ksh
184,343189,"He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) Öt U-Boot Nr. 361 woch ö U-Boot us China. Öt wood en d 60er Joohre jebouwd, woch 76 m lang un hod 8 Torpedos em Sack. Beij ö Manöver am 16. Aprel 2003 hod öt Probleme. Dobeij storve 70 Lüüh. Seij woode vorjeft. övver öt Onjlöck",356,"Translate the following German dialect text into standard German: 'He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) Öt U-Boot Nr. 361 woch ö U-Boot us China. Öt wood en d 60er Joohre jebouwd, woch 76 m lang un hod 8 Torpedos em Sack. Beij ö Manöver am 16. Aprel 2003 hod öt Probleme. Dobeij storve 70 Lüüh. Seij woode vorjeft. övver öt Onjlöck'. Only answer with the standard German version:",ksh
185,525641,"Bad Jodesbersch ess de söödlischste Stodtdeil vun Bonn. Dat dörfse evver keenem und keener Bönsche saare. Dat darfse evver och keenem Jodesberjer saare. Bad Jodesbersch hätt ens en eijen Stodt gewääßt, ess dann evver op_de eezte Ojoß em Joohr 1969 noh Bonn enjemeind woode, domet Bonn Houpstadt vun Düütschland weede kunnt. De SPD hätt en Bad Jodesbersch ehr Parteiprojramm beschlusse. Dat wor 1959.",399,"Translate the following German dialect text into standard German: 'Bad Jodesbersch ess de söödlischste Stodtdeil vun Bonn. Dat dörfse evver keenem und keener Bönsche saare. Dat darfse evver och keenem Jodesberjer saare. Bad Jodesbersch hätt ens en eijen Stodt gewääßt, ess dann evver op_de eezte Ojoß em Joohr 1969 noh Bonn enjemeind woode, domet Bonn Houpstadt vun Düütschland weede kunnt. De SPD hätt en Bad Jodesbersch ehr Parteiprojramm beschlusse. Dat wor 1959.'. Only answer with the standard German version:",ksh
186,8332,"Hee di Sigg_is_op Kölsch (mieh kölsche Sigge) unn jeshrivve wii_mer_t_shprish (mieh Sigge jeshrivve wii_mer_t_shprish) Ne Pompeschwängel eß dä Schwängel fun enner Schwängelpůmmp. Allso dat eß dat lange Ding wat doo eruß shtäĳdt, medd enem Jreff draan, wo mer met de Häng aanpakk, un wat do Minsch erop un erunger bevääje moßß, do met di Pomp och Vaßßo ußshpeudt. Wann jet ooh eß.",379,"Translate the following German dialect text into standard German: 'Hee di Sigg_is_op Kölsch (mieh kölsche Sigge) unn jeshrivve wii_mer_t_shprish (mieh Sigge jeshrivve wii_mer_t_shprish) Ne Pompeschwängel eß dä Schwängel fun enner Schwängelpůmmp. Allso dat eß dat lange Ding wat doo eruß shtäĳdt, medd enem Jreff draan, wo mer met de Häng aanpakk, un wat do Minsch erop un erunger bevääje moßß, do met di Pomp och Vaßßo ußshpeudt. Wann jet ooh eß.'. Only answer with the standard German version:",ksh
187,529732,"He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) Dr Kölsuu es önö See em Tian Shan-Jebirje em Jebiet Naryn ä Kirgisistan. Dr Kölsuu litt en d Berch en d Nöhde van d chinesische Jrenz op ön Hühde va 3514 Meter. Hä had ön Längda va 11,5 km un ön Fäsch va 4,5 km². Dörch dr Kürümdük läuvd dat Wasser us dr See en dr Kök-Kyja. • Övver d See ä Kirgistan",428,"Translate the following German dialect text into standard German: 'He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) Dr Kölsuu es önö See em Tian Shan-Jebirje em Jebiet Naryn ä Kirgisistan. Dr Kölsuu litt en d Berch en d Nöhde van d chinesische Jrenz op ön Hühde va 3514 Meter. Hä had ön Längda va 11,5 km un ön Fäsch va 4,5 km². Dörch dr Kürümdük läuvd dat Wasser us dr See en dr Kök-Kyja. • Övver d See ä Kirgistan'. Only answer with the standard German version:",ksh
188,526443,"et zweijte, et eetßte Johdousend füür, unn_et eetßte, et zweijte, et drette Johdousend noh Krißtoß et … 11-te, 12-te, 13-te, 14-te, 15-te, 16-te, 17-te, 18-te, 19-te … krißßlijje Joohunndot de … 1510-er, 1520-er, 1530-er, 1540-er, 1550-er, 1560-er, 1570-er, 1580-er, 1590-er … Joohre de Joohre … 1552 | 1553 | 1554 | 1555 | 1556 | 1557 | 1558 | 1559 | 1560 | 1561 | 1562 | 1563 | 1564 … Dat Joohr 1558 hätt 365 Daare jehatt, ed_eß_käĳ Schalltjoohr jewääse.",456,"Translate the following German dialect text into standard German: 'et zweijte, et eetßte Johdousend füür, unn_et eetßte, et zweijte, et drette Johdousend noh Krißtoß et … 11-te, 12-te, 13-te, 14-te, 15-te, 16-te, 17-te, 18-te, 19-te … krißßlijje Joohunndot de … 1510-er, 1520-er, 1530-er, 1540-er, 1550-er, 1560-er, 1570-er, 1580-er, 1590-er … Joohre de Joohre … 1552 | 1553 | 1554 | 1555 | 1556 | 1557 | 1558 | 1559 | 1560 | 1561 | 1562 | 1563 | 1564 … Dat Joohr 1558 hätt 365 Daare jehatt, ed_eß_käĳ Schalltjoohr jewääse.'. Only answer with the standard German version:",ksh
189,140470,"Hee di Sigg_is_op Kölsch (mieh kölsche Sigge) unn jeshrivve wii_mer_t_shprish (mieh Sigge jeshrivve wii_mer_t_shprish) Jringkopp oddo Gringkopp säät mer för enne Minsch, dermiihtß för_ene Panz odder_e Bäbi, wat fill_am Jringe eß, öff, oddo lëijsh_un jään_et Jrėnge aanfängk. Ävver och onger de Aahle fingk mer enß Jringköpp.",324,"Translate the following German dialect text into standard German: 'Hee di Sigg_is_op Kölsch (mieh kölsche Sigge) unn jeshrivve wii_mer_t_shprish (mieh Sigge jeshrivve wii_mer_t_shprish) Jringkopp oddo Gringkopp säät mer för enne Minsch, dermiihtß för_ene Panz odder_e Bäbi, wat fill_am Jringe eß, öff, oddo lëijsh_un jään_et Jrėnge aanfängk. Ävver och onger de Aahle fingk mer enß Jringköpp.'. Only answer with the standard German version:",ksh
190,525728,"Dat Städtshe Gouwe litt en de Jemeente Opmeer en de Profinß Nooed Holland en de Nederläng. Et litt öm 11 km em Noodwäßßte fun Hoorn. En Gouwe un Ömjäävung lääve öm de 210 Minnsche. Statistics Netherlands (CBS), Statline: Kerncijfers wijken en buurten 2003-2005. As of January 1, 2005. Dä Artikel iss noh koot. Äwwä eä könnt bald enz länger sinn, wenn do mithilfs. Jlich aanpakke? Dann loß jonn!",394,"Translate the following German dialect text into standard German: 'Dat Städtshe Gouwe litt en de Jemeente Opmeer en de Profinß Nooed Holland en de Nederläng. Et litt öm 11 km em Noodwäßßte fun Hoorn. En Gouwe un Ömjäävung lääve öm de 210 Minnsche. Statistics Netherlands (CBS), Statline: Kerncijfers wijken en buurten 2003-2005. As of January 1, 2005. Dä Artikel iss noh koot. Äwwä eä könnt bald enz länger sinn, wenn do mithilfs. Jlich aanpakke? Dann loß jonn!'. Only answer with the standard German version:",ksh
191,523724,"He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) Battle Creek[1] es ö Örtche em US-Bundesstaat Iowa. Öt litt em Bezirk Ida County. 743 Mänsche lääve op di 1,3 km² jruuße Fläch. D Schnellstrooß Iowa Highway 175 jeet a Battle Creek vorbeij.",318,"Translate the following German dialect text into standard German: 'He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) Battle Creek[1] es ö Örtche em US-Bundesstaat Iowa. Öt litt em Bezirk Ida County. 743 Mänsche lääve op di 1,3 km² jruuße Fläch. D Schnellstrooß Iowa Highway 175 jeet a Battle Creek vorbeij.'. Only answer with the standard German version:",ksh
192,526711,"He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) Ön Ooch es ö Röhr em Liiv, dörch dat dat Blott läufd. Beij d Oore ongerscheed mo tösche d Hauptooch, och Aorta jenannt, un d Arterie, di ön Nommer dönner send. Dann komme d Arteriole, dat send kleen Schlachoore. Dönn, mä hooredönn Oore send d Kapillare. Usserdäm jitt öt Venole, Vene un Hohlvene. Övver öt Blott",440,"Translate the following German dialect text into standard German: 'He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) Ön Ooch es ö Röhr em Liiv, dörch dat dat Blott läufd. Beij d Oore ongerscheed mo tösche d Hauptooch, och Aorta jenannt, un d Arterie, di ön Nommer dönner send. Dann komme d Arteriole, dat send kleen Schlachoore. Dönn, mä hooredönn Oore send d Kapillare. Usserdäm jitt öt Venole, Vene un Hohlvene. Övver öt Blott'. Only answer with the standard German version:",ksh
193,9582,"Ne Vrängel oder Wrengel odder Frängel säät mer för jet, wat jröößer jewoode wi dat nomaal wööhr. Wenn er Botteramme schmiere well, un dä Buur sij jen paar Schieve fum Bruud runger schnigg, unn ed eß ein dobei e janz Schtöck decker wi di andere, do säät däm sing Frau: „Jung. Do häss De ävver ne Wrängel jemaat.“ Äänlisch: Oschi Apparillo Kawännzmann Unn et Jääjedeijl: Shtümpshe",378,"Translate the following German dialect text into standard German: 'Ne Vrängel oder Wrengel odder Frängel säät mer för jet, wat jröößer jewoode wi dat nomaal wööhr. Wenn er Botteramme schmiere well, un dä Buur sij jen paar Schieve fum Bruud runger schnigg, unn ed eß ein dobei e janz Schtöck decker wi di andere, do säät däm sing Frau: „Jung. Do häss De ävver ne Wrängel jemaat.“ Äänlisch: Oschi Apparillo Kawännzmann Unn et Jääjedeijl: Shtümpshe'. Only answer with the standard German version:",ksh
194,141905,"Dat änglesche Woot File, dat schpresch mer wi „Faiəl“, bedügg em Ojinaal villerlei, ene Oodner för Akte, ene Faahshtriife op der Shtrohß, un nöüerdingß och en Dattei, wat sesch uß däm Akteoodner entweckelt hät. Bëij unß han de KompjutoShpezjalißte dä nöüßte Bejreff övvonůmme un han johrelang nur fun „File“ jeshwaadt, beß dat dä Dütsche en Övversäzong jefonge hät, un zigk dämm sarre mih un mieh „Dattei“ doför.",412,"Translate the following German dialect text into standard German: 'Dat änglesche Woot File, dat schpresch mer wi „Faiəl“, bedügg em Ojinaal villerlei, ene Oodner för Akte, ene Faahshtriife op der Shtrohß, un nöüerdingß och en Dattei, wat sesch uß däm Akteoodner entweckelt hät. Bëij unß han de KompjutoShpezjalißte dä nöüßte Bejreff övvonůmme un han johrelang nur fun „File“ jeshwaadt, beß dat dä Dütsche en Övversäzong jefonge hät, un zigk dämm sarre mih un mieh „Dattei“ doför.'. Only answer with the standard German version:",ksh
195,525613,"Dat Malz Mühlen Kölsch - fööjer hees et noch nur Mühlen Kölsch - ess e Bier, dat weed en dä Malzmöll aam Südrand vum Heumaat en Kölle jebroud. https://web.archive.org/web/20071008214739/http://www.muehlen-koelsch.de/ Dä Artikel iss noh koot. Äwwä eä könnt bald enz länger sinn, wenn do mithilfs. Jlich aanpakke? Dann loß jonn!",326,"Translate the following German dialect text into standard German: 'Dat Malz Mühlen Kölsch - fööjer hees et noch nur Mühlen Kölsch - ess e Bier, dat weed en dä Malzmöll aam Südrand vum Heumaat en Kölle jebroud. https://web.archive.org/web/20071008214739/http://www.muehlen-koelsch.de/ Dä Artikel iss noh koot. Äwwä eä könnt bald enz länger sinn, wenn do mithilfs. Jlich aanpakke? Dann loß jonn!'. Only answer with the standard German version:",ksh
196,529208,"Indonesien es e Republik un d'r weltjrößte Inselstaat un met rund 255 Millijone Ennwonner dä Staat met dä veetmeiste Mensche der Welt. Indonesien es dat Land met dä weltweit jrößte Anzahl aan Muslimen. Dat Land es een Archipel - et hät 17.000 Inselle. De Hauptstadt Jakarta zällt 9,6 Millijone Enwonner un litt op dä Insel Java. Op Java levve mieh als dä Hälfte d'r Enwonner von Indonesien. Commons: Indonesien – Sammlung von Bilder, Filemche un Tön op Wikimedia Commons",470,"Translate the following German dialect text into standard German: 'Indonesien es e Republik un d'r weltjrößte Inselstaat un met rund 255 Millijone Ennwonner dä Staat met dä veetmeiste Mensche der Welt. Indonesien es dat Land met dä weltweit jrößte Anzahl aan Muslimen. Dat Land es een Archipel - et hät 17.000 Inselle. De Hauptstadt Jakarta zällt 9,6 Millijone Enwonner un litt op dä Insel Java. Op Java levve mieh als dä Hälfte d'r Enwonner von Indonesien. Commons: Indonesien – Sammlung von Bilder, Filemche un Tön op Wikimedia Commons'. Only answer with the standard German version:",ksh
197,465275,"He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) Dr Kupfermeesterkerchhoff vängt moch ä Stolbersch. Em Joohr 1688 hand d Kupfermeestere sö häm nävver d Venkeberchkerch aajelaat. Onjeväär 100 Jrääver met schünn Jraavplaate us öt 17. ,18. un 19. Jahrhondöt kann moch sisch do akikke. Beij völl merkt moch dat dr Kalkstee at jätt kapott jemaat hat ävver öt luunt sisch, öns övver dä Kerchhoff z joo.",476,"Translate the following German dialect text into standard German: 'He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) Dr Kupfermeesterkerchhoff vängt moch ä Stolbersch. Em Joohr 1688 hand d Kupfermeestere sö häm nävver d Venkeberchkerch aajelaat. Onjeväär 100 Jrääver met schünn Jraavplaate us öt 17. ,18. un 19. Jahrhondöt kann moch sisch do akikke. Beij völl merkt moch dat dr Kalkstee at jätt kapott jemaat hat ävver öt luunt sisch, öns övver dä Kerchhoff z joo.'. Only answer with the standard German version:",ksh
198,525808,"He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) Met Pänz bezeechnet mo jonge Mensche. Völl spräche och va Kenger. Köngk Dä Artikel iss noh koot. Äwwä eä könnt bald enz länger sinn, wenn do mithilfs. Jlich aanpakke? Dann loß jonn!",310,"Translate the following German dialect text into standard German: 'He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) Met Pänz bezeechnet mo jonge Mensche. Völl spräche och va Kenger. Köngk Dä Artikel iss noh koot. Äwwä eä könnt bald enz länger sinn, wenn do mithilfs. Jlich aanpakke? Dann loß jonn!'. Only answer with the standard German version:",ksh
199,8358,"Eh Proton ees eh Elementardeelsche watt positiv jelade ees. Zesamme met dä Neutrone un dä Elektrone bilden de Protone de Atome vun dä verschiedene schemische Elemente. Protone bestonn uss Quarks. En de Attome důnn de Neutrone un Prottohne de Masse beej_shtüüre, allso och et Jeweesh, un_zwa unjevääer halve halve, de Elläktrone maache do faßß nix mieh uß.",355,"Translate the following German dialect text into standard German: 'Eh Proton ees eh Elementardeelsche watt positiv jelade ees. Zesamme met dä Neutrone un dä Elektrone bilden de Protone de Atome vun dä verschiedene schemische Elemente. Protone bestonn uss Quarks. En de Attome důnn de Neutrone un Prottohne de Masse beej_shtüüre, allso och et Jeweesh, un_zwa unjevääer halve halve, de Elläktrone maache do faßß nix mieh uß.'. Only answer with the standard German version:",ksh
200,85313,"Heinz Schürmann is de Naam von Heinz Schürmann (1913–1999), düütschen Theoloog, Heinz Schürmann (1922–2010), düütschen Ünnernehmer. Kiek ok bi: Heinrich Schürmann. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.",393,"Translate the following German dialect text into standard German: 'Heinz Schürmann is de Naam von Heinz Schürmann (1913–1999), düütschen Theoloog, Heinz Schürmann (1922–2010), düütschen Ünnernehmer. Kiek ok bi: Heinrich Schürmann. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.'. Only answer with the standard German version:",nds
201,17959,"Extrakschoon (vun latiensch ex „rut“ un latiensch trahere „tehn“, PPP: tractus) betekent Extrakschoon, dat Rutnehmen vun sünnere Andeelen ut en Stoffmischen, Extrakschoon, dat Wegmaken vun Tähnen, dat „Afsugen“ vun Ionen dör en elektrisch Feld in Ionenbornen. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.",489,"Translate the following German dialect text into standard German: 'Extrakschoon (vun latiensch ex „rut“ un latiensch trahere „tehn“, PPP: tractus) betekent Extrakschoon, dat Rutnehmen vun sünnere Andeelen ut en Stoffmischen, Extrakschoon, dat Wegmaken vun Tähnen, dat „Afsugen“ vun Ionen dör en elektrisch Feld in Ionenbornen. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.'. Only answer with the standard German version:",nds
202,116369,"Radim Nečas is de Naam von Radim Nečas senior (* 1969), tschechschen Footballspeler un -trainer, Radim Nečas junior (* 1988), tschechschen Footballspeler. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.",384,"Translate the following German dialect text into standard German: 'Radim Nečas is de Naam von Radim Nečas senior (* 1969), tschechschen Footballspeler un -trainer, Radim Nečas junior (* 1988), tschechschen Footballspeler. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.'. Only answer with the standard German version:",nds
203,96931,"Grand Township betekent Grand Township, Township in Ohio, USA, Grand Township, Township in Oklahoma, USA, Grand Township, Township in South Dakota, USA. Kiek ok bi: Grant Township. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.",410,"Translate the following German dialect text into standard German: 'Grand Township betekent Grand Township, Township in Ohio, USA, Grand Township, Township in Oklahoma, USA, Grand Township, Township in South Dakota, USA. Kiek ok bi: Grant Township. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.'. Only answer with the standard German version:",nds
204,97120,"Ouachita Township betekent Ouachita Township, Township in’n Bradley County, Arkansas, USA, Ouachita Township, Township in’n Hot Spring County, Arkansas, USA, Ouachita Township, Township in’n Polk County, Arkansas, USA. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.",448,"Translate the following German dialect text into standard German: 'Ouachita Township betekent Ouachita Township, Township in’n Bradley County, Arkansas, USA, Ouachita Township, Township in’n Hot Spring County, Arkansas, USA, Ouachita Township, Township in’n Polk County, Arkansas, USA. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.'. Only answer with the standard German version:",nds
205,94946,"Berwick Township betekent Berwick Township, Township in Illinois, USA, Berwick Township, Township in Kansas, USA, Berwick Township, Township in Missouri, USA, Berwick Township, Township in North Dakota, USA, Berwick Township, Township in Pennsylvania, USA. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.",486,"Translate the following German dialect text into standard German: 'Berwick Township betekent Berwick Township, Township in Illinois, USA, Berwick Township, Township in Kansas, USA, Berwick Township, Township in Missouri, USA, Berwick Township, Township in North Dakota, USA, Berwick Township, Township in Pennsylvania, USA. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.'. Only answer with the standard German version:",nds
206,133501,"Hermann Lingnau is de Naam von Hermann Lingnau (1815–1885), düütschen Postbeamten, Hermann Lingnau (* 1936), düütschen Kugelsmieter. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.",362,"Translate the following German dialect text into standard German: 'Hermann Lingnau is de Naam von Hermann Lingnau (1815–1885), düütschen Postbeamten, Hermann Lingnau (* 1936), düütschen Kugelsmieter. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.'. Only answer with the standard German version:",nds
207,104685,"Döhnert oder Doehnert is de Familiennaam von Jil Döhnert (* 1985), düütsche Volleyballspelerin, Rodica Doehnert (* 1960), düütsche Dreihbookschrieverin. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.",382,"Translate the following German dialect text into standard German: 'Döhnert oder Doehnert is de Familiennaam von Jil Döhnert (* 1985), düütsche Volleyballspelerin, Rodica Doehnert (* 1960), düütsche Dreihbookschrieverin. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.'. Only answer with the standard German version:",nds
208,136952,"Gysling is de Familiennaam von Erich Gysling (* 1936), Swiezer Journalist un Publizist, Fritz Gysling (1895–1984), Swiezer Spraakwetenschopper, Mirjam Gysling (* 1987), Swiezer Radrennfohrerin. Kiek ok bi: Gyßling, Gyselinck. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.",455,"Translate the following German dialect text into standard German: 'Gysling is de Familiennaam von Erich Gysling (* 1936), Swiezer Journalist un Publizist, Fritz Gysling (1895–1984), Swiezer Spraakwetenschopper, Mirjam Gysling (* 1987), Swiezer Radrennfohrerin. Kiek ok bi: Gyßling, Gyselinck. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.'. Only answer with the standard German version:",nds
209,139011,"Gerischer is de Familiennaam von Christiane Gerischer (* 1955), düütsche Musikologin un Journalistin, Heinz Gerischer (1919–1994), düütschen Chemiker, Hermann Gerischer (1901–na 1945), düütschen Politiker. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.",435,"Translate the following German dialect text into standard German: 'Gerischer is de Familiennaam von Christiane Gerischer (* 1955), düütsche Musikologin un Journalistin, Heinz Gerischer (1919–1994), düütschen Chemiker, Hermann Gerischer (1901–na 1945), düütschen Politiker. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.'. Only answer with the standard German version:",nds
210,93641,"Delevingne is de Familiennaam von Cara Delevingne (* 1992), brietsch Model un Schauspelerin, Poppy Delevingne (* 1986), brietsch Model. Kiek ok bi: Delavigne. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.",388,"Translate the following German dialect text into standard German: 'Delevingne is de Familiennaam von Cara Delevingne (* 1992), brietsch Model un Schauspelerin, Poppy Delevingne (* 1986), brietsch Model. Kiek ok bi: Delavigne. Disse Siet is över en mehrdüdigen Begreep un vertellt, wat disse Begreep allens bedüden kann. Disse Siet is sotoseggen en „Gavelsiet“, de Weg gavelt sik hier un du kannst di een Siet utsöken, üm mehr över dissen Begreep to lesen.'. Only answer with the standard German version:",nds
